id	title	url	status	description
N061	Generative Flow Networks: Theory and Applications to Structure Learning	https://arxiv.org/abs/2501.05498	博士论文 · arXiv:2501.05498	DAG-GFlowNet（A17）与 JSP-GFN（A18）一作 Deleu 的博士论文：上篇系统建立 GFlowNet 数学基础及其与变分推断、强化学习的联系和连续空间扩展；下篇完整展开贝叶斯结构学习——在观测与干预数据下对 DAG 结构及机制参数做联合后验近似。是本车道最系统的整合文献。
N062	Symmetric Replay Training: Enhancing Sample Efficiency in Deep RL for Combinatorial Optimization (SRT)	https://arxiv.org/abs/2306.01276	**ICML 2024 主会**	提出对称回放训练：利用 CO 解空间的对称性（多条 (partial) 轨迹通向同一状态，类似 GFN 后向策略 \(P_B\)），周期性用最大似然对**对称轨迹**做直接信用分配，显著提升样本效率。**边界说明**：这是"DRL for CO"的通用样本效率方法，**GFlowNet 是其两个 backbone 之一**（论文 §4.4
N063	Learning Diverse Attacks on Large Language Models for Robust Red-Teaming and Safety Tuning	https://arxiv.org/abs/2405.18540	ICLR 2025 Poster	Lee、Kim、Malkin、Jain、Bengio 等（KAIST/Mila）提出两阶段红队方法：先以毒性×似然为奖励做 GFlowNet 微调采样攻击提示，再收集高奖励提示做 MLE 平滑。相比带新颖性正则的 RL 红队，攻击更多样、跨目标模型迁移更好；用其数据安全微调后的模型对其他 RL 攻击更稳健。
N064	GFlowNet Fine-tuning for Diverse Correct Solutions in Mathematical Reasoning Tasks	https://arxiv.org/abs/2410.20147	预印本 2024-10 · arXiv:2410.20147	首个在 GSM8K/MATH 上系统对比 GFlowNet 微调与 PPO/DPO/RFT 的实证研究：GFlowNet 在 Pass@8 与各基线相当的前提下，采 8 个解时"不同正确解"数量最高（GSM8K 上 2.34 对 PPO 的 1.73），说明分布匹配微调能从多样中间推理步收敛到同一正确答案。
N065	Accurate and Diverse LLM Mathematical Reasoning via Automated PRM-Guided GFlowNets	https://arxiv.org/abs/2504.19981	预印本 2025-04 · arXiv:2504.19981	用 MCTS + 相似度数据增强自动训练过程奖励模型（PRM），再把 GFlowNet（SubTB 变体）从 token 级提升到**推理步级**：状态为部分解、动作为完整推理步。Llama3.2-3B 在 MATH Level 5 提升 +2.59%，泛化到 SAT MATH +9.4%，解间语义相似度显著低于 PPO。
N066	Proof Flow: Preliminary Study on Generative Flow Network Language Model Tuning for Formal Reasoning	https://arxiv.org/abs/2410.13224	NeurIPS 2024 Workshop	把 GFlowNet 微调引入 Lean 神经定理证明（NTP）：以 tactic 为动作、可验证证明为奖励，基于 ReProver（350M）初始化。受限算力下解题数从基线 4/20 提升到 8–9/20，与 SFT（9/20）相当，并给出奖励塑形与 replay 的消融。展示 GFN 对搜索期探索的价值。
N067	Latent Logic Tree Extraction for Event Sequence Explanation from LLMs	https://proceedings.mlr.press/v235/song24j.html	ICML 2024 Poster，PMLR 235:46238-46258	LaTee 用摊销 EM 从 LLM 中抽取解释事件序列的潜逻辑树：E 步以 LLM 先验 × 时序点过程似然定义后验，用 GFlowNet 微调 LLM 采样多样逻辑树；M 步更新点过程参数并精调 LLM 先验。行为数据上未来事件预测较注意力 TPP 相对提升约 20%。
N068	Latent Thought Flow: Efficient Latent Reasoning in Large Language Models	https://arxiv.org/abs/2606.16222	预印本 2026-06 · arXiv:2606.16222	LTF 把推理建模为**变长连续潜思维轨迹**，用 continuous GFlowNet（随机潜转移）训练采样器匹配"答案质量 × 计算成本"诱导的后验；提出熵加权 SubTB 处理稀疏监督，并用参考先验正则稳定探索。较 CoLaR/ReGuLaR 等潜推理基线平均提速且准确率 +9.5%、推理长度 −27.2%。
N069	Efficient Symmetry-Aware Materials Generation via Hierarchical Generative Flow Networks（SHAFT / CHGlowNet）	https://pubs.rsc.org/en/content/articlelanding/2026/dd/d4dd00392f	Digital Discovery（RSC） · arXiv:2411.04323	在 Crystal-GFN 仅生成空间群/组成/晶格参数、不含原子坐标的基础上，首次用 GFlowNet 生成**含原子坐标的完整晶体**：先建 flat GFlowNet 基线，再提出分层且对称性感知的 SHAFT，按空间群→晶格→原子逐层分解为子目标，缩短长程轨迹并利用对称性；在有效性、稳定性、多样性上超过 flat GFN、CDVA
N070	Catalyst GFlowNet for electrocatalyst design: A hydrogen evolution reaction case study	https://arxiv.org/abs/2510.02142	预印本 arXiv:2510.02142（2025-10）	首个把 GFlowNet 用于**电催化剂设计**：基于 Crystal-GFN 构造周期性晶体并切出催化表面，用 FAENet(GNN) 预测吸附能、并做 ML 结构弛豫，以形成能与吸附能构造奖励，从而采样一组多样催化剂候选而非单一最优。概念验证针对析氢反应(HER)，成功重新发现已知最优催化剂铂(Pt)。
N071	Collective Variable Free Transition Path Sampling with Generative Flow Network（TPS-GFN）	https://arxiv.org/abs/2405.19961	预印本 arXiv:2405.19961	把分子亚稳态间的**过渡路径采样(TPS)**重构为对分子轨迹的摊销式能量采样，用 GFlowNet(one-step TB) 训练偏置势，无需依赖昂贵的集体变量(CV)，并借 replay buffer 做 off-policy 以避免模式坍缩。在 Alanine Dipeptide、Polyproline、Chignolin 上比既有
N072	Goal-conditioned GFlowNets for Controllable Multi-Objective Molecular Design	https://arxiv.org/abs/2306.04620	**ICML 2023 Workshop**	针对偏好标量化在**凹 Pareto 前沿**上把解推向极端点的缺陷，改用"目标区域"硬约束条件化 GFN：仅当样本目标向量与目标方向的余弦相似度超过阈值（focus region 圆锥）才给奖励，并用可学习的表格式目标采样器 Tab-GS + hindsight replay 缓解奖励稀疏与不可行目标。实证在多目标分子任务上比偏好条件更
N073	Global-Order GFlowNets	https://arxiv.org/abs/2504.02968	**预印本 2025**	指出 OP-GFN 按批内 Pareto 支配施加的"局部序"会产生**相互冲突的训练目标**、导致优化不一致；提出用 global-rank 或最近邻等方式把局部偏序提升为与 Pareto 支配相容的"全局（弱）全序"，据此定义学习型奖励再训练 GFN。多基准上取得小而稳定的改进，是 OP-GFN 免标量化路线的直接修补。
N074	Amortized Active Generation of Pareto Sets (A-GPS)	https://neurips.cc/virtual/2025/poster/116473	**NeurIPS 2025 主会 Poster**	面向在线离散黑盒多目标优化，学习一个支持"事后偏好条件"的 Pareto 集生成模型（建立在 VSD 之上）：用类别概率估计器 CPE 判别**非支配**关系来引导生成，并证明该非支配 CPE 隐式估计 hypervolume 改进概率（PHVI）；再以偏好方向向量做摊销变分推断，实现免重训的偏好可控采样，绕开显式 hypervolume
N075	GFlowNets with Human Feedback (GFlowHF)	https://arxiv.org/abs/2305.07036	**ICLR 2023 Tiny Papers Track**（两页、**非归档短文、非主会**）	已知最早的"GFlowNet + 人类反馈"框架：用人类评分拟合奖励，学习严格**正比于评分**的策略，而非像 RLHF 只追逐最高分，从而获得更强探索与更高多样性；并论证对约 10% 噪声标签比 RLHF 更鲁棒。仅为 Tiny Papers、实验为玩具环境，价值在**历史定位**与"分布匹配抗噪"的直觉，不宜作方法基线。
N076	Generating Attacks for LLMs with GFlowNets	https://arxiv.org/abs/2608.10171	**预印本 2026-08** · arXiv:2608.10171	直接沿用 NEW-E19-1 的两阶段 GFlowNet+MLE 红队框架，把攻击提示生成扩展到**英语与土耳其语的多语言场景**，用 attacker / victim / evaluator 三模型闭环训练并给出定量鲁棒性分数。报告 GFN+MLE 相较仅 SFT 大幅提升成功率与毒性、降低两两余弦相似度（即更高多样性）。属工程性外推
N077	Generative Flow Network for Listwise Recommendation (GFN4Rec)	https://arxiv.org/abs/2306.02239	KDD 2023	面向**列表级推荐**：把"为用户生成一个物品列表"建模为 GFN 的逐步构造过程，用 log-scale reward matching 损失让列表生成概率与其整体效用对齐，并用自回归选择模型刻画列表内物品互相影响。相比交叉熵 ranking 更能缓解低多样性问题，在模拟在线环境与两个真实离线数据集上验证了主动探索时的质量—多样性权衡。
N078	Ant Colony Sampling with GFlowNets for Combinatorial Optimization (GFACS)	https://proceedings.mlr.press/v258/kim25a.html	AISTATS 2025	把 GFlowNet 与蚁群优化（ACO）分层结合：先用 GFN 摊销一个覆盖高奖励且多样解的**多峰先验**，再以 ACO 式并行随机搜索迭代更新为逼近近优解的后验。相比 RL 预训练得到的单峰先验，多峰先验更利于后续迭代改进；论文在 TSP、CVRP、OP、PCTSP 等**七类组合优化问题**上稳定超过经典 ACO 与 DeepAC
N079	Discovery of Diverse and Realistic Financial Tail-Risk Using GFlowNets (GRID)	https://openreview.net/forum?id=YHiS8knV3s	**投稿 ICLR 2026（under review）	把**金融尾部风险情景生成**建模为在**连续状态空间**上逐步构造宏观经济轨迹：每步由 GFN 预测动作分布参数（可用高斯/Beta 混合等灵活分布族）并采样转移，终点由预测 oracle 给标量 reward，用 flow-matching 训练。相比 SMC（多样但不聚焦高风险）与深度 RL（聚焦但收敛到少数模式），GRID 在真实
N080	Evaluating Generalization in GFlowNets for Molecule Design	https://openreview.net/forum?id=JFSaHKNZ35b	ICLR 2022 MLDD Workshop（**奠基作，2022**）	针对分子设计"生成一批多样高分候选"的目标，系统比较多种候选评价指标，提出 **TopKDiverse**（Tanimoto 多样性约束下取 top-K 平均分）刻画下游搜索性能，并发现 **GFNEvalS**（对齐采样概率与目标奖励分布）比 flow error / top-k 更能预测泛化。是 GFlowNet 专属"多样性/覆盖"
N081	Benchmarking GFlowNets against MCMC: The Role of Peak Sharpness and Dimensionality	https://jac.ut.ac.ir/article_106220_565b5b56aeb6a2e1813f39d7ffebcd62.pdf	J. of Algorithms and Computation 57（2）	在 HyperGrid 上系统对比 TB/DB/FM 与 Metropolis–Hastings 对"奖励地形几何（峰宽/尖锐）"与维度的敏感性，挑战"学习式采样器普遍更优"的默认叙事：尖峰/低维/近 Dirac 目标上 MCMC 更稳且快约 500×，宽峰多模态时 GFlowNet-DB 可多发现约 4.75× 模式。结论是"该不该上 
N082	Path-dependent Discrete Amortized Inference	https://arxiv.org/abs/2608.08644	ICML 2026 **Oral**	证明 GFlowNet 类离散摊销采样器的 Markov 假设会阻碍训练中的信号传播，且因 state aliasing 灾难性地限制可表达的终止分布；提出用可学习潜动力系统提升 MDP，使策略依赖整条历史轨迹（路径依赖），并把现有摊销采样器训练算法可证地扩展到该非 Markov 设定，实验显示更快收敛与更好探索。它直接挑战 T02 奠基
N083	Particle GFlowNets: Rethinking Generative Marginalization Models	https://proceedings.mlr.press/v337/silva26a.html	UAI 2026 主会（PMLR 337:6366–6383）	证明生成边缘化模型（MaM，为任意阶自回归离散建模同时学习边缘与条件概率）与 GFlowNet 等价——此前两者被视为不同范式；进而把 MaM 的采样策略推广到非自回归生成过程，用由 Gelman–Rubin 统计量导出的自动准则对持久 Gibbs 采样器做全状态重启（rejuvenation），显著加速大组合空间中的训练收敛。经全卷检索
N084	Interpreting GFlowNets for Drug Discovery: What Probes Can and Cannot Show	https://arxiv.org/abs/2511.19264	NeurIPS 2025 WiML Workshop / MoML 2025	对 SynFlowNet（合成感知分子 GFN）做控制严谨的可解释性研究：结合梯度显著性、反事实编辑、因子分析与稀疏自编码器，并用打乱标签、未训练同构网络等对照。关键结论是许多"可解码性"其实来自图架构与原子特征而非策略学习——高探针分数不等于学到化学，给出可复用的分子模型解释对照协议。
N085	Designing the Haystack: Programmable Chemical Space for Generative Molecular Discovery (SpaceGFN)	https://arxiv.org/abs/2603.00614	预印本 2026	把"化学空间本身"提升为可编程对象：用户用构件与反应规则显式构造化学/合成自洽的分子宇宙，GFN 在其中做性质偏置采样。Discovery 模式支持类天然产物空间与进化启发空间，Editing 模式支持反应一致的先导优化；在 96 个药靶上兼顾优化性能与合成约束下的结构多样性。
N086	Curriculum-Augmented GFlowNets for mRNA Sequence Generation (CAGFN)	https://arxiv.org/abs/2510.03811	预印本 2025	针对 mRNA 设计的稀疏长时程奖励与多目标权衡，把课程学习与多目标 GFN 结合：按序列长度渐进的课程从易到难引导探索，并提供新的 mRNA 设计环境。相比无课程的随机采样 GFN，Pareto 性能与生物合理性更好、更快达到高质量解并能泛化到分布外序列。
N087	FlowPipe: LLM-Enhanced Conditional GFlowNets for Data Preparation Pipeline Construction	https://arxiv.org/abs/2606.24679	SIGMOD 2027（作者标注已接收）	把数据准备流水线合成表述为 DAG 上的条件概率流生成，用**条件 GFlowNet + TB** 把终端验证奖励连回早期决策；再用 FiLM 深度语义调制注入 LLM 逻辑先验，并把失败感知写入流目标以避开无效状态。74 个真实数据集上较 SOTA 平均准确率 +11.96%、收敛快 12.5×。venue 已从预印本升级为 SIGMO
N088	Generative Learning for Quantum Measurement Design (FlowMeas)	https://arxiv.org/abs/2608.11396	预印本 2026-08	把有限 shot 预算下的量子测量协议设计重述为生成学习问题，用 GFN 直接采样浅层 Clifford 测量电路集合并满足硬件约束。零纠缠深度即匹配/超过主流 product-measurement，允许 1–2 层纠缠门时能量估计误差再降至多 27%；策略可跨相关哈密顿量复用，规模达 20-qubit（并演示 54-qubit 编码模
N089	GFlowNets for Model Adaptation in Digital Twins of Natural Systems	https://arxiv.org/abs/2604.20707	预印本 2026（Under Review）	把自然系统数字孪生的模型适应视为模拟推断问题：稀疏间接观测常不能唯一标定参数，GFN 在完整模拟器配置上按"模拟-观测一致度"奖励比例采样多个可信参数化。以受控环境农业番茄机理模型为例，能恢复适应景观的主导区域并在不确定性下保留多个合理配置。
N090	Exploration through Generation: Applying GFlowNets to Structured Search	https://arxiv.org/abs/2510.21886	预印本 2025	教学式地把 GFN 用 TB loss 应用到三个经典图优化问题——旅行商(TSP)、最小生成树(MST)、最短路——顺序选边/选点/选城市构造解。生成解与经典算法（Dijkstra、Kruskal、精确 TSP 求解器）的最优解一致，卖点是通过训练摊销计算以换取对更大实例的可扩展性。
N091	Structurally Valid Log Generation using FSM-GFlowNets	https://arxiv.org/abs/2510.26197	预印本 2025	把有限状态机(FSM)与 GFN 结合生成结构合法且行为多样的合成事件日志：FSM 由专家轨迹推导、编码领域规则，GFN 用 flow matching + FSM 合规/统计保真的混合奖励、经动态动作掩码与引导采样保证句法有效。UI 交互日志上 KL/χ² 显著优于 GPT-4o 与 Gemini，下游意图分类用纯合成日志亦具竞争力。
N092	Transform-Invariant Generative Ray Path Sampling for Efficient Radio Propagation Modeling	https://arxiv.org/abs/2603.01655	预印本 2026	用 GFN 替代射线追踪的穷举路径搜索做智能采样，缓解高阶交互下有效路径稀少导致的稀疏奖励：经验回放缓冲留存稀有有效路径、均匀探索策略防过拟合、基于物理的动作掩码先滤除不可能路径。理想街道峡谷上比穷举 GPU 快 10×/CPU 快 100× 并保持高覆盖精度（真实曼哈顿几何的 OOD 泛化仍需增强）。**此即 R07 标注"需人工确认 
N093	CounterFlowNet: From Minimal Changes to Meaningful Counterfactual Explanations	https://arxiv.org/abs/2602.17244	预印本 2026	把反事实解释(CF)生成建模为条件 GFlowNet 上的顺序特征修改，按用户自定义奖励（有效性、稀疏性、邻近性、可信度）成比例采样多样 CF。顺序建模天然产生高稀疏编辑，统一动作空间同时支持连续与类别特征，且可在推断时用 action masking 施加不可变/单调等可执行性约束而无需重训。
N094	AlphaG-OPD: Reliability-Gated Sibling Counterfactuals for On-Policy Distillation in Symbolic Alpha Factor Discovery	https://arxiv.org/abs/2608.01303	预印本 2026-08	在符号 alpha 因子挖掘中，GFN 保持对完整表达式的多样奖励比例分布，但其轨迹级目标不比较中间状态未选的兄弟动作。本文用"可靠性门控的兄弟反事实"把终端因子评估转成局部动作指导（何处教/何者可靠可教/教多强多久），终端奖励、TB、后向策略与语法均不变。CSI300/500/1000 与标普 500 跨市场表现稳健（A31 Alpha
N095	TILDE: TILt-based Distributional Erasure for Concept Unlearning	https://arxiv.org/abs/2607.06432	预印本 2026-07	文生图 diffusion 的概念遗忘：把遗忘表述为"在遗忘约束下与预训练模型偏差最小的条件分布"这一分布对齐目标，用**残差 ∇-GFlowNet** 学习由遗忘能量相对预训练模型诱导的 score 修正。在物体、艺术风格、角色上兼顾强遗忘与更好的保留度和分布保真（A23 Nabla-GFlowNet、A26 EraseFlow 同线）
N096	Meta-Learning-Driven GFlowNets for 3D Directional Modulation in Mobile Wireless Systems (Meta-GFlowNet)	https://arxiv.org/abs/2511.06188	预印本 2025（投 IEEE ICC 2026）	在时间调制智能反射面(TM-IRS)物理层安全设计中，用 MAML 式元学习让 GFN 快速适应移动用户方向变化：内层轨迹平衡更新 + 外层元更新学到跨方向的通用先验，无需标注数据（用 GFN 学到的奖励与真实和速率的伪监督一致性目标）。比重训 GFN 适应更快、保密性能更高。
N097	Improving LLM-Based Recommenders with Conservative Generative Flow Networks	https://icml.cc/virtual/2026/poster/65235	ICML 2026 主会	研究离线 LLM 推荐：学习被限制在固定日志数据集上，数据集诱导的 token 前缀 DAG 只有部分转移支持，此时朴素 SubTB 不可辨识、会把概率质量任意分配到无支持区域；论文形式化三类失败来源——流高估、前向质量泄漏、后向补偿——并提出 CFlower：显式惩罚数据支持外前向流质量的保守 SubTB 目标，配合限制在数据 DAG 
N098	WINFlowNets: Warm-up Integrated Training of GFlowNets for Robotics and Machine Fault Adaptation	https://arxiv.org/abs/2603.17301	预印本 2026	针对连续场景 CFlowNets 依赖预训练 retrieval 网络、难以适应动态机器人环境的问题，提出 flow 网络与 retrieval 网络"预热+共享 replay 协同训练"框架。仿真机器人任务上平均奖励与训练稳定性超过 CFlowNets 与主流 RL，并在故障环境下展现少样本快速自适应能力。
N099	torchgfn: A PyTorch GFlowNet Library	https://arxiv.org/abs/2305.14594	预印本	torchgfn 库的配套论文：核心贡献是把环境、神经网络模块与训练目标解耦为可互换组件的模块化架构，提供简洁 API 与复现、统一多个已发表结果的示例，是在标准基准实现上测试新 loss/新策略的参考协议。§7 已以 P0 收录其代码仓库，本卡片补论文本体。注意：截至 2026-08-14，JMLR 官网（v26/v27 卷目录及 ML
N100	IFlowNets: Extending Generative Samplers to Learn Strategies in Incomplete Information Games	https://arxiv.org/abs/2608.05422	NeurIPS 2025 Workshop (Dynamics at the Frontiers of Optimization, Sampling, and Games)	把 Adversarial Flow Networks (AFlowNets) 推广到**不完全信息博弈**：证明完全信息博弈下已确立的 flow 约束在此设定下无法给出合法密度（即合法策略）与合法训练目标，提出 Information Flow Networks 修复该问题并严格推广 AFlowNets；三个标准博弈环境上与 Outco
N101	Scalable and Cost-Efficient de Novo Template-Based Molecular Generation	https://openreview.net/forum?id=zssWxiiJZ1	NeurIPS 2025 主会 · arXiv:2506.19865	直面 template-based GFlowNet 的三个核心难题：最小化合成成本、扩展到大规模 building block 库、有效利用小片段集；提出 Recursive Cost Guidance 后向策略等机制。它是 RxnFlow（N056）之后可合成分子生成这条线的规模化续作。
N102	Adversarial Generative Flow Network for Solving Vehicle Routing Problems	https://openreview.net/forum?id=tBom4xOW1H	ICLR 2025 主会 · arXiv:2503.01931	针对 VRP 构造式神经求解器普遍用 Transformer、扩展性受限且解多样性不足的问题，提出对抗式 GFlowNet（AGFN）架构。它与 T41（Hybrid-Balance，同为 VRP）构成组合优化线的一对，且是 T41 所嵌入的宿主求解器之一。
N103	Discrete Compositional Generation via General Soft Operators and Robust Reinforcement Learning	https://openreview.net/forum?id=MGWk2tEgLW	ICLR 2026 主会 · arXiv:2506.17007	指出各类熵正则方法（含 GFlowNet）在代理奖励下的过度保守问题，提出用**通用 soft operator** 统一并推广离散组合生成，并以鲁棒 RL 视角给出理论刻画。它把 GFlowNet 放进一个更大的算子族里，是 T14/T15 等价性研究的最新推进。
N104	On Scalable and Efficient Training of Diffusion Samplers	https://openreview.net/forum?id=Xzabk07lao	NeurIPS 2025 主会 · arXiv:2505.19552	针对能量评估昂贵、采样空间高维时 diffusion sampler 难以扩展的问题，提出可扩展且样本高效的训练框架。与 N010（NeurIPS 2024 统一基准）同属"用 GFlowNet 目标训练扩散采样器"这一谱系，是该线在扩展性上的续作。
N105	Reinforced Sequential Monte Carlo for Amortised Sampling	https://openreview.net/forum?id=DWaToCuNwa	ICML 2026 主会（Spotlight） · arXiv:2510.11711	建立 SMC 与最大熵 RL 训练的神经序列采样器之间的联系——学到的策略与值函数正好给出 SMC 的 proposal kernel 与 twist function，从而把摊销方法与粒子方法结合。它给 GFlowNet 与经典蒙特卡洛的接口提供了明确的形式化。
N106	Improved Off-policy Reinforcement Learning in Biological Sequence Design	https://openreview.net/forum?id=0TY5lhhdZm	ICML 2025 主会 · arXiv:2410.04461	提出 \(\delta\)-Conservative Search：把 off-policy 搜索限制在可信区域内，缓解代理模型在分布外输入上的 misspecification，覆盖 DNA/RNA/蛋白/肽。它补齐了 A02（2022 原型）之后"序列 GFN 的 proxy 鲁棒与 off-policy 训练"这条线的主会空档。
N107	Drifting to Boltzmann: Million-Fold Acceleration in Boltzmann Sampling with Force-Guided Drifting	https://arxiv.org/abs/2603.05527	预印本 2026-03	把力场信息引入采样位移（Force-Interpolated Drifting）与邻居重加权（Force-Aligned Kernel），MD17 Ethanol 上单步生成即达 h(r) TVD 0.139、W2 0.031、键稳定性 97.5%，比迭代方法快约 2000 倍。它同时指出标准 h(r) 指标会被非键 H-H 对主导而误导，提出 per-type TVD 与 Bond MAE。读它是为了知道 GFlowNet 系在「有力场可用」的物理场景已不占优。
N108	Flow Perturbation++: Multi-Step Unbiased Jacobian Estimation for High-Dimensional Boltzmann Sampling	https://arxiv.org/abs/2601.21177	预印本 2026-01	为 SMC 流水线提供无偏多步 Jacobian 估计：1000 维 GMM 上模态权重估计 0.256±0.027（真值 0.25），成本与单步 FP 相当，而各 Hutchinson 变体或有严重偏差或模态坍缩。属于高维 Boltzmann 采样赛道的竞品方法，不含 GFlowNet 成分。
N109	Generating Structurally Diverse Therapeutic Peptides with GFlowNet	https://www.biorxiv.org/content/10.64898/2026.01.05.697258v3	bioRxiv 2026-01	与带显式多样性惩罚的 GRPO-D 正面对比：GFlowNet 二肽采样均匀度高 5.4 倍、奖励方差低 1.9 倍、重复序列少 3.9 倍；去掉奖励中的熵门控后 GRPO-D 的 1000 个样本 100% 含同一三肽模式而 GFlowNet 多样性保持 0.937。目前「奖励成比例采样对奖励设计缺陷更鲁棒」最硬的实验证据之一。
N110	Advances in GRPO for Generation Models: A Survey	https://arxiv.org/abs/2603.06623	预印本 2026-03	GRPO 及其后续发展的综述，把 diversity preservation 单列为一个研究方向（DiverseGRPO 用 Vendi Score 提升 13%-18%、OSCAR 做训练无关的隐空间多样性增强）。对 GFlowNet 读者的用处是从反面确认「模式坍缩是 GRPO 的结构性弱点而非实现问题」。
N111	AbFlowNet: Optimizing Antibody-Antigen Binding Energy via Diffusion-GFlowNet Fusion	https://arxiv.org/abs/2505.12358	预印本 2025-05	把扩散去噪步当作 GFlowNet 的状态转移来做抗体设计，用结合自由能作奖励。属于「扩散骨架 + GFlowNet 训练目标」这条融合路线在生物大分子上的实例，原分子应用全景文档缺此条。
N112	gfnx: Fast and Scalable Library for Generative Flow Networks in JAX	https://arxiv.org/abs/2511.16592	预印本 2025-11	JAX 实现的 GFlowNet 库：环境、reward、指标全部 JIT-able，每个环境配 CleanRL 风格单文件基线，声明 CPU 序列生成最高 55 倍、GPU 贝叶斯结构学习最高 80 倍加速，覆盖 8 个环境，明确以「standardize empirical evaluation」为目标。工程成熟度需保留意见：PyPI 停在 0.0.1（2025-11-16 后未发新版），2 个 fork。
